id,condition,timeRange,location,average
998631,cloudy,morning,Paris,29
998632,windy,afternoon,London,13
998633,cloudy,morning,Tokyo,11
998634,rainy,afternoon,Berlin,29
998635,rainy,morning,Paris,16
998636,sunny,afternoon,Berlin,15
998637,rainy,evening,Tokyo,17
998638,sunny,evening,Paris,15
998639,snowy,night,Berlin,18
998640,snowy,morning,Berlin,22
998641,snowy,morning,London,10
998642,windy,afternoon,Paris,21
998643,stormy,night,Paris,24
998644,windy,evening,Paris,20
998645,stormy,morning,Berlin,22
998646,rainy,afternoon,Paris,28
998647,windy,afternoon,Paris,20
998648,rainy,morning,London,21
998649,cloudy,morning,Tokyo,23
998650,windy,night,Tokyo,24
998651,rainy,afternoon,London,12
998652,windy,evening,Sydney,24
998653,stormy,night,Tokyo,18
998654,sunny,afternoon,Paris,16
998655,cloudy,night,Berlin,19
998656,rainy,night,Paris,20
998657,stormy,night,London,21
998658,rainy,evening,London,24
998659,rainy,morning,Berlin,16
998660,snowy,morning,Paris,15
998661,windy,evening,Tokyo,10
998662,rainy,evening,Sydney,27
998663,sunny,morning,New York,10
998664,sunny,evening,New York,20
998665,cloudy,afternoon,Paris,25
998666,stormy,morning,Sydney,28
998667,windy,night,New York,25
998668,stormy,morning,Paris,19
998669,rainy,evening,Paris,13
998670,windy,afternoon,Sydney,17
998671,snowy,evening,Tokyo,11
998672,stormy,evening,Sydney,10
998673,stormy,evening,Paris,25
998674,sunny,evening,Tokyo,14
998675,stormy,night,Paris,22
998676,rainy,evening,Berlin,24
998677,stormy,evening,London,17
998678,snowy,morning,London,21
998679,rainy,evening,Paris,19
998680,windy,evening,Berlin,20
998681,snowy,afternoon,New York,27
998682,cloudy,afternoon,Paris,22
998683,snowy,evening,London,20
998684,windy,morning,Berlin,28
998685,windy,morning,Berlin,25
998686,stormy,night,Berlin,22
998687,stormy,afternoon,Tokyo,17
998688,windy,afternoon,London,24
998689,stormy,afternoon,Berlin,10
998690,snowy,morning,London,13
998691,cloudy,night,New York,21
998692,cloudy,afternoon,Paris,12
998693,cloudy,morning,Berlin,26
998694,snowy,afternoon,Sydney,17
998695,windy,evening,London,25
998696,rainy,afternoon,London,17
998697,rainy,morning,Sydney,22
998698,windy,morning,Berlin,23
998699,rainy,morning,London,26
998700,windy,afternoon,London,22
998701,windy,morning,Berlin,14
998702,windy,night,Paris,20
998703,rainy,morning,Paris,18
998704,windy,night,Sydney,21
998705,cloudy,afternoon,London,17
998706,cloudy,afternoon,Paris,15
998707,sunny,night,Tokyo,22
998708,cloudy,night,New York,14
998709,stormy,morning,New York,12
998710,cloudy,afternoon,New York,17
998711,sunny,night,Paris,21
998712,snowy,evening,New York,12
998713,sunny,afternoon,New York,27
998714,cloudy,morning,Tokyo,19
998715,stormy,morning,New York,21
998716,sunny,evening,Paris,10
998717,stormy,afternoon,Paris,18
998718,snowy,morning,Tokyo,25
998719,cloudy,afternoon,Berlin,12
998720,rainy,afternoon,New York,22
998721,windy,afternoon,Sydney,11
998722,snowy,afternoon,Berlin,16
998723,snowy,afternoon,Tokyo,15
998724,rainy,evening,Tokyo,27
998725,rainy,evening,New York,13
998726,sunny,morning,Sydney,22
998727,cloudy,night,Sydney,22
998728,rainy,afternoon,Sydney,20
998729,rainy,evening,New York,29
998730,rainy,evening,Sydney,10
998731,sunny,afternoon,Tokyo,17
998732,snowy,evening,Berlin,11
998733,rainy,night,Sydney,22
998734,snowy,evening,New York,13
998735,rainy,evening,Tokyo,17
998736,rainy,night,New York,13
998737,cloudy,morning,Sydney,21
998738,sunny,morning,New York,23
998739,windy,night,Sydney,22
998740,windy,afternoon,Paris,20
998741,windy,night,Sydney,24
998742,snowy,afternoon,Sydney,25
998743,rainy,night,Tokyo,26
998744,cloudy,evening,London,19
998745,rainy,afternoon,London,26
998746,windy,morning,Tokyo,27
998747,windy,afternoon,Sydney,13
998748,windy,morning,Berlin,21
998749,stormy,evening,Berlin,11
998750,rainy,morning,Berlin,26
998751,rainy,evening,New York,16
998752,sunny,night,Berlin,11
998753,cloudy,evening,Sydney,19
998754,stormy,night,Sydney,22
998755,snowy,afternoon,Berlin,14
998756,rainy,morning,Paris,15
998757,stormy,night,Berlin,11
998758,stormy,evening,Tokyo,18
998759,cloudy,evening,Paris,27
998760,rainy,afternoon,Berlin,17
998761,windy,night,Tokyo,20
998762,stormy,afternoon,New York,18
998763,stormy,afternoon,New York,16
998764,snowy,afternoon,Paris,23
998765,stormy,morning,London,20
998766,snowy,evening,New York,28
998767,rainy,afternoon,Paris,27
998768,windy,morning,Tokyo,22
998769,sunny,evening,Sydney,29
998770,windy,morning,Tokyo,29
998771,sunny,afternoon,Tokyo,11
998772,sunny,morning,New York,15
998773,snowy,night,London,17
998774,windy,night,New York,19
998775,windy,morning,New York,26
998776,stormy,morning,Berlin,28
998777,windy,night,London,11
998778,sunny,evening,Paris,22
998779,rainy,morning,London,19
998780,rainy,evening,New York,17
998781,rainy,night,Berlin,27
998782,rainy,night,Berlin,17
998783,cloudy,morning,Tokyo,10
998784,windy,morning,Paris,13
998785,rainy,afternoon,Tokyo,11
998786,stormy,night,New York,25
998787,windy,afternoon,Paris,26
998788,sunny,morning,Tokyo,21
998789,cloudy,morning,New York,15
998790,windy,night,Berlin,11
998791,rainy,evening,Berlin,19
998792,cloudy,evening,Sydney,12
998793,sunny,morning,London,27
998794,sunny,afternoon,Sydney,18
998795,sunny,afternoon,Sydney,27
998796,snowy,morning,Berlin,20
998797,sunny,evening,Berlin,24
998798,sunny,evening,Berlin,21
998799,windy,night,Tokyo,24
998800,snowy,night,Tokyo,27
998801,windy,morning,Berlin,15
998802,rainy,night,New York,13
998803,sunny,evening,London,27
998804,snowy,afternoon,Tokyo,23
998805,snowy,morning,Berlin,17
998806,sunny,afternoon,London,29
998807,rainy,afternoon,Berlin,14
998808,snowy,afternoon,New York,22
998809,stormy,night,Tokyo,29
998810,cloudy,evening,New York,12
998811,stormy,evening,Berlin,16
998812,windy,evening,London,25
998813,windy,evening,Paris,24
998814,snowy,morning,Berlin,18
998815,windy,night,New York,15
998816,snowy,night,Tokyo,17
998817,stormy,evening,London,14
998818,rainy,afternoon,Paris,24
998819,snowy,evening,Sydney,21
998820,windy,evening,Tokyo,21
998821,windy,night,Paris,27
998822,snowy,night,Paris,29
998823,sunny,morning,Tokyo,15
998824,windy,night,Paris,12
998825,windy,afternoon,Tokyo,17
998826,snowy,morning,Paris,23
998827,stormy,evening,Tokyo,18
998828,snowy,morning,London,27
998829,stormy,evening,Berlin,16
998830,sunny,evening,Berlin,16
998831,sunny,morning,New York,15
998832,stormy,morning,New York,23
998833,cloudy,evening,New York,11
998834,sunny,evening,Tokyo,29
998835,windy,night,London,22
998836,stormy,evening,New York,14
998837,sunny,afternoon,Berlin,12
998838,stormy,evening,Tokyo,19
998839,sunny,morning,Paris,11
998840,sunny,morning,Paris,16
998841,rainy,afternoon,Berlin,13
998842,windy,night,Sydney,13
998843,rainy,afternoon,Sydney,15
998844,sunny,morning,Sydney,22
998845,stormy,afternoon,New York,10
998846,snowy,morning,London,15
998847,snowy,afternoon,London,18
998848,snowy,afternoon,Tokyo,17
998849,rainy,afternoon,Paris,24
998850,snowy,evening,New York,20
998851,snowy,afternoon,Paris,21
998852,sunny,afternoon,New York,27
998853,sunny,evening,London,28
998854,snowy,afternoon,London,10
998855,stormy,night,New York,18
998856,snowy,afternoon,Tokyo,10
998857,cloudy,night,Berlin,21
998858,stormy,night,London,28
998859,cloudy,afternoon,Sydney,16
998860,stormy,night,Tokyo,28
998861,stormy,morning,London,27
998862,rainy,morning,Paris,10
998863,stormy,afternoon,Tokyo,16
998864,rainy,evening,London,17
998865,windy,night,Berlin,17
998866,sunny,afternoon,Tokyo,20
998867,cloudy,night,London,17
998868,cloudy,morning,Paris,18
998869,cloudy,evening,Paris,29
998870,stormy,night,Tokyo,22
998871,snowy,night,Sydney,23
998872,cloudy,afternoon,Berlin,11
998873,snowy,morning,Paris,10
998874,snowy,morning,Tokyo,14
998875,sunny,evening,Sydney,22
998876,cloudy,morning,Tokyo,15
998877,snowy,afternoon,Berlin,29
998878,sunny,morning,Paris,25
998879,snowy,night,Berlin,16
998880,cloudy,morning,Sydney,26
998881,windy,night,New York,15
998882,cloudy,night,London,27
998883,rainy,evening,Paris,17
998884,stormy,afternoon,New York,16
998885,sunny,evening,Berlin,22
998886,rainy,afternoon,Sydney,27
998887,rainy,evening,Sydney,24
998888,cloudy,night,New York,19
998889,snowy,evening,New York,29
998890,rainy,morning,Paris,23
998891,sunny,afternoon,London,10
998892,rainy,afternoon,Sydney,13
998893,stormy,evening,London,26
998894,rainy,night,Berlin,12
998895,stormy,evening,Tokyo,25
998896,cloudy,morning,Berlin,13
998897,snowy,morning,London,18
998898,snowy,morning,Berlin,27
998899,rainy,night,Paris,23
998900,cloudy,night,Paris,26
998901,stormy,afternoon,Tokyo,13
998902,rainy,night,Tokyo,20
998903,snowy,evening,Paris,10
998904,windy,evening,London,20
998905,rainy,morning,Paris,14
998906,rainy,morning,Berlin,22
998907,stormy,evening,Berlin,20
998908,cloudy,afternoon,Berlin,29
998909,windy,evening,Berlin,17
998910,windy,morning,Berlin,17
998911,windy,night,Paris,18
998912,rainy,afternoon,Tokyo,24
998913,snowy,evening,Berlin,28
998914,snowy,morning,London,22
998915,stormy,evening,Paris,22
998916,sunny,evening,Tokyo,16
998917,cloudy,night,New York,28
998918,windy,morning,London,23
998919,stormy,morning,London,29
998920,snowy,evening,Tokyo,19
998921,rainy,afternoon,London,17
998922,snowy,evening,New York,27
998923,rainy,afternoon,Berlin,22
998924,windy,evening,Berlin,26
998925,snowy,night,Berlin,29
998926,cloudy,afternoon,Sydney,19
998927,snowy,afternoon,Tokyo,29
998928,stormy,afternoon,London,14
998929,rainy,morning,London,26
998930,cloudy,afternoon,Berlin,17
998931,snowy,evening,Berlin,27
998932,windy,morning,Tokyo,22
998933,windy,evening,London,10
998934,rainy,night,Tokyo,16
998935,sunny,afternoon,Berlin,20
998936,stormy,night,Sydney,26
998937,cloudy,night,Berlin,22
998938,windy,afternoon,Paris,29
998939,snowy,morning,New York,15
998940,sunny,evening,Paris,14
998941,windy,evening,London,29
998942,windy,morning,New York,25
998943,windy,afternoon,London,16
998944,rainy,afternoon,London,28
998945,stormy,evening,Sydney,16
998946,rainy,morning,Paris,17
998947,cloudy,afternoon,London,29
998948,cloudy,night,Paris,29
998949,stormy,afternoon,Tokyo,29
998950,cloudy,morning,Paris,10
998951,rainy,afternoon,New York,26
998952,snowy,morning,Sydney,28
998953,cloudy,evening,New York,25
998954,cloudy,evening,New York,16
998955,cloudy,evening,Berlin,19
998956,sunny,evening,Paris,25
998957,windy,evening,London,20
998958,cloudy,afternoon,Sydney,14
998959,stormy,evening,London,15
998960,windy,night,Sydney,11
998961,snowy,evening,London,12
998962,rainy,night,Tokyo,10
998963,cloudy,morning,New York,15
998964,windy,morning,Tokyo,17
998965,snowy,afternoon,New York,15
998966,stormy,evening,Paris,22
998967,windy,night,Paris,17
998968,stormy,afternoon,Paris,16
998969,snowy,night,Tokyo,20
998970,cloudy,evening,Sydney,15
998971,snowy,night,New York,14
998972,cloudy,evening,London,27
998973,cloudy,night,London,16
998974,sunny,afternoon,London,13
998975,snowy,afternoon,Paris,20
998976,cloudy,night,New York,28
998977,cloudy,evening,London,28
998978,snowy,evening,Paris,20
998979,stormy,evening,Berlin,18
998980,sunny,evening,New York,27
998981,snowy,morning,London,18
998982,sunny,evening,Paris,14
998983,sunny,morning,Tokyo,20
998984,cloudy,evening,Paris,24
998985,windy,evening,Paris,19
998986,cloudy,evening,Tokyo,27
998987,stormy,evening,Berlin,10
998988,rainy,night,Paris,28
998989,stormy,evening,New York,17
998990,rainy,night,Sydney,15
998991,stormy,afternoon,Tokyo,18
998992,snowy,evening,Berlin,25
998993,sunny,afternoon,Tokyo,15
998994,cloudy,night,London,11
998995,stormy,morning,Berlin,26
998996,snowy,night,London,21
998997,snowy,afternoon,Sydney,24
998998,stormy,afternoon,Berlin,27
998999,cloudy,evening,Paris,26
999000,stormy,afternoon,London,10
999001,snowy,morning,Paris,23
999002,rainy,evening,London,29
999003,stormy,evening,London,10
999004,stormy,morning,Tokyo,22
999005,cloudy,night,Paris,16
999006,cloudy,night,London,16
999007,stormy,night,Sydney,26
999008,sunny,night,New York,10
999009,stormy,night,New York,20
999010,stormy,evening,Tokyo,18
999011,rainy,evening,Berlin,13
999012,stormy,morning,Berlin,14
999013,sunny,evening,New York,29
999014,cloudy,night,London,23
999015,cloudy,evening,New York,16
999016,sunny,evening,Paris,15
999017,stormy,night,London,27
999018,windy,afternoon,Tokyo,21
999019,snowy,evening,Sydney,16
999020,sunny,morning,Berlin,19
999021,sunny,afternoon,Paris,19
999022,stormy,afternoon,London,15
999023,cloudy,night,Paris,23
999024,snowy,night,New York,16
999025,rainy,evening,Berlin,22
999026,windy,afternoon,New York,27
999027,windy,night,Berlin,17
999028,windy,afternoon,New York,19
999029,windy,night,Berlin,17
999030,windy,afternoon,Paris,20
999031,sunny,afternoon,Berlin,12
999032,snowy,morning,Sydney,17
999033,windy,afternoon,London,13
999034,cloudy,night,Berlin,27
999035,rainy,night,New York,21
999036,sunny,evening,Berlin,29
999037,windy,night,Berlin,10
999038,snowy,afternoon,Sydney,27
999039,sunny,afternoon,Sydney,23
999040,sunny,morning,Tokyo,26
999041,stormy,morning,Tokyo,26
999042,stormy,morning,London,23
999043,sunny,afternoon,Paris,16
999044,stormy,morning,Tokyo,14
999045,snowy,afternoon,Berlin,29
999046,sunny,afternoon,Tokyo,24
999047,rainy,morning,Berlin,10
999048,stormy,morning,New York,16
999049,stormy,night,Tokyo,24
999050,cloudy,afternoon,Berlin,22
999051,snowy,afternoon,Sydney,10
999052,snowy,night,London,25
999053,windy,evening,Sydney,24
999054,windy,morning,Sydney,21
999055,rainy,morning,New York,26
999056,sunny,afternoon,Berlin,11
999057,rainy,evening,Berlin,15
999058,rainy,evening,Berlin,25
999059,cloudy,morning,Sydney,26
999060,cloudy,evening,London,15
999061,cloudy,morning,Berlin,15
999062,snowy,afternoon,New York,29
999063,stormy,evening,Berlin,25
999064,sunny,evening,Berlin,11
999065,rainy,evening,Paris,27
999066,cloudy,afternoon,London,14
999067,snowy,evening,New York,20
999068,windy,night,Tokyo,29
999069,windy,night,Sydney,14
999070,snowy,afternoon,Berlin,27
999071,windy,morning,New York,28
999072,cloudy,night,Berlin,26
999073,cloudy,evening,Paris,13
999074,sunny,afternoon,Sydney,25
999075,rainy,morning,Tokyo,28
999076,snowy,night,Sydney,10
999077,snowy,morning,New York,15
999078,stormy,night,Tokyo,22
999079,windy,afternoon,London,21
999080,windy,morning,London,17
999081,rainy,evening,Paris,26
999082,stormy,evening,London,28
999083,rainy,morning,New York,19
999084,windy,morning,New York,11
999085,sunny,evening,New York,28
999086,rainy,afternoon,Tokyo,11
999087,sunny,evening,Tokyo,23
999088,rainy,night,Berlin,14
999089,sunny,night,Sydney,18
999090,snowy,night,London,23
999091,snowy,evening,New York,16
999092,cloudy,night,Sydney,27
999093,snowy,night,London,29
999094,sunny,morning,Berlin,24
999095,rainy,afternoon,Sydney,15
999096,snowy,evening,London,21
999097,cloudy,evening,New York,23
999098,sunny,morning,Berlin,15
999099,windy,night,Paris,10
999100,snowy,morning,Berlin,21
999101,windy,night,Sydney,20
999102,cloudy,afternoon,New York,18
999103,windy,morning,Tokyo,10
999104,rainy,night,Berlin,26
999105,windy,evening,London,26
999106,stormy,morning,Paris,22
999107,snowy,afternoon,Tokyo,28
999108,cloudy,night,Berlin,22
999109,sunny,night,Berlin,15
999110,windy,evening,Sydney,27
999111,snowy,night,Tokyo,15
999112,stormy,morning,New York,14
999113,rainy,evening,Sydney,13
999114,sunny,afternoon,Paris,10
999115,cloudy,night,Berlin,17
999116,cloudy,afternoon,Paris,29
999117,rainy,night,Paris,16
999118,windy,evening,New York,12
999119,rainy,night,New York,15
999120,sunny,afternoon,Sydney,14
999121,sunny,night,Tokyo,25
999122,snowy,morning,Berlin,25
999123,rainy,afternoon,London,14
999124,stormy,afternoon,Berlin,13
999125,sunny,evening,Sydney,18
999126,windy,afternoon,Sydney,29
999127,stormy,afternoon,Berlin,18
999128,sunny,morning,Paris,25
999129,cloudy,afternoon,Tokyo,19
999130,snowy,morning,Tokyo,14
999131,rainy,morning,Paris,10
999132,rainy,afternoon,London,13
999133,sunny,night,Berlin,26
999134,windy,evening,Paris,19
999135,sunny,morning,Berlin,22
999136,sunny,afternoon,Berlin,25
999137,windy,night,Tokyo,23
999138,snowy,night,London,29
999139,sunny,night,Sydney,23
999140,snowy,night,Sydney,26
999141,stormy,night,New York,10
999142,rainy,morning,Paris,24
999143,cloudy,morning,Paris,18
999144,cloudy,afternoon,New York,22
999145,stormy,night,Tokyo,18
999146,windy,night,New York,14
999147,snowy,afternoon,Berlin,12
999148,windy,afternoon,Tokyo,16
999149,snowy,night,Berlin,13
999150,windy,morning,London,24
999151,cloudy,evening,Tokyo,17
999152,cloudy,afternoon,Paris,19
999153,windy,afternoon,Paris,15
999154,stormy,night,Berlin,16
999155,cloudy,evening,Paris,23
999156,stormy,evening,London,19
999157,snowy,afternoon,Paris,19
999158,snowy,morning,London,10
999159,rainy,night,Berlin,23
999160,snowy,evening,London,11
999161,windy,evening,Berlin,25
999162,stormy,morning,London,26
999163,sunny,morning,London,18
999164,sunny,morning,Paris,11
999165,windy,night,Tokyo,17
999166,snowy,afternoon,Paris,20
999167,sunny,evening,London,29
999168,snowy,morning,London,25
999169,snowy,night,Tokyo,11
999170,cloudy,morning,Paris,12
999171,rainy,night,New York,28
999172,sunny,night,London,24
999173,sunny,evening,Tokyo,19
999174,stormy,night,Berlin,13
999175,cloudy,evening,Sydney,13
999176,cloudy,evening,Tokyo,17
999177,sunny,night,New York,15
999178,windy,morning,Sydney,27
999179,stormy,night,New York,16
999180,rainy,night,London,20
999181,rainy,afternoon,Tokyo,21
999182,snowy,night,London,26
999183,sunny,night,New York,28
999184,stormy,night,London,24
999185,stormy,morning,Tokyo,24
999186,snowy,afternoon,London,10
999187,sunny,night,Sydney,27
999188,cloudy,evening,Paris,24
999189,stormy,afternoon,Tokyo,15
999190,sunny,afternoon,Tokyo,29
999191,rainy,evening,New York,24
999192,stormy,evening,Sydney,18
999193,stormy,morning,Tokyo,15
999194,stormy,afternoon,Paris,27
999195,cloudy,night,Paris,14
999196,stormy,evening,London,25
999197,stormy,afternoon,New York,21
999198,windy,night,London,28
999199,cloudy,evening,Sydney,16
999200,cloudy,evening,Sydney,27
999201,windy,afternoon,New York,12
999202,stormy,evening,London,23
999203,snowy,morning,Berlin,21
999204,stormy,afternoon,Tokyo,15
999205,sunny,evening,Berlin,12
999206,windy,evening,Tokyo,28
999207,snowy,morning,Tokyo,14
999208,windy,morning,Berlin,23
999209,snowy,afternoon,New York,25
999210,rainy,evening,Berlin,22
999211,stormy,afternoon,Berlin,16
999212,stormy,morning,Berlin,22
999213,rainy,night,Berlin,25
999214,rainy,evening,London,28
999215,snowy,evening,Tokyo,20
999216,cloudy,night,New York,11
999217,cloudy,night,London,18
